neighbourhood,month,year,count
Henry Farm,July,2000,2
O'Connor-Parkview,July,2000,2
Thorncliffe Park,July,2000,2
Leaside-Bennington,July,2000,3
Broadview North,July,2000,2
Old East York,July,2000,2
Danforth-East York,July,2000,1
Woodbine-Lumsden,July,2000,1
Taylor-Massey,July,2000,1
East End-Danforth,July,2000,3
The Beaches,July,2000,3
Woodbine Corridor,July,2000,0
Greenwood-Coxwell,July,2000,3
Danforth,July,2000,1
Playter Estates-Danforth,July,2000,2
North Riverdale,July,2000,2
Blake-Jones,July,2000,3
South Riverdale,July,2000,2
Cabbagetown-South St.James Town,July,2000,0
Regent Park,July,2000,1
Moss Park,July,2000,0
North St.James Town,July,2000,3
Church-Yonge Corridor,July,2000,1
Bay Street Corridor,July,2000,1
Waterfront Communities-The Island,July,2000,2
Kensington-Chinatown,July,2000,0
University,July,2000,0
Palmerston-Little Italy,July,2000,1
Trinity-Bellwoods,July,2000,3
Niagara,July,2000,1
Dufferin Grove,July,2000,1
Little Portugal,July,2000,3
South Parkdale,July,2000,1
Roncesvalles,July,2000,1
High Park-Swansea,July,2000,0
High Park North,July,2000,2
Runnymede-Bloor West VillageJunction Area,July,2000,3
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,July,2000,0
Annex,July,2000,0
Casa Loma,July,2000,1
Yonge-St.Clair,July,2000,0
Rosedale-Moore Park,July,2000,3
Mount Pleasant East,July,2000,3
Yonge-Eglinton,July,2000,2
Forest Hill South,July,2000,3
Forest Hill North,July,2000,1
Lawrence Park South,July,2000,3
Mount Pleasant West,July,2000,2
Lawrence Park North,July,2000,3
Humewood-Cedarvale,July,2000,1
Oakwood Village,July,2000,1
Briar Hill-Belgravia,July,2000,3
Caledonia-Fairbank,July,2000,2
Keelesdale-Eglinton West,July,2000,1
Rockcliffe-Smythe,July,2000,2
Beechborough-Greenbrook,July,2000,3
Weston,July,2000,2
Lambton Baby Point,July,2000,3
Mount Dennis,July,2000,0
Steeles,July,2000,1
L'Amoreaux,July,2000,0
Tam O'Shanter-Sullivan,July,2000,1
Wexford/Maryvale,July,2000,0
Clairlea-Birchmount,July,2000,1
Oakridge,July,2000,3
Birchcliffe-Cliffside,July,2000,0
Cliffcrest,July,2000,1
Kennedy Park,July,2000,0
Ionview,July,2000,2
Dorset Park,July,2000,0
Bendale,July,2000,2
Agincourt South-Malvern West,July,2000,2
Agincourt North,July,2000,0
Milliken,July,2000,0
Rouge,July,2000,2
Malvern,July,2000,3
Centennial Scarborough,July,2000,1
Highland Creek,July,2000,2
Morningside,July,2000,0
West Humber-Clairville,August,2000,1
Mount Olive-Silverstone-Jamestown,August,2000,3
Thistletown-Beaumond Heights,August,2000,2
Rexdale-Kipling,August,2000,0
Elms-Old Rexdale,August,2000,3
Kingsview Village-The Westway,August,2000,3
Willowridge-Martingrove-Richview,August,2000,1
Humber Heights-Westmount,August,2000,1
Edenbridge-Humber Valley,August,2000,0
Princess-Rosethorn,August,2000,0
Eringate-Centennial-West DeaneMarkland Wood,August,2000,1
Etobicoke West Mall,August,2000,2
Islington-City Centre West,August,2000,0
Kingsway South,August,2000,2
Stonegate-Queensway,August,2000,1
Mimico,August,2000,3
New Toronto,August,2000,2
Long Branch,August,2000,2
Alderwood,August,2000,2
Humber Summit,August,2000,0
Humbermede,August,2000,3
Pelmo Park-Humberlea,August,2000,2
Black Creek,August,2000,3
Glenfield-Jane Heights,August,2000,0
Downsview-Roding-CFB,August,2000,1
York University Heights,August,2000,2
Rustic,August,2000,1
Maple Leaf,August,2000,1
Brookhaven-Amesbury,August,2000,1
Yorkdale-Glen Park,August,2000,0
Englemount-Lawrence,August,2000,3
Clanton Park,August,2000,3
Bathurst Manor,August,2000,2
Westminster-Branson,August,2000,2
Newtonbrook West,August,2000,3
Willowdale West,August,2000,3
Lansing-Westgate,August,2000,0
Bedford Park-Nortown,August,2000,2
St.Andrew-Windfields,August,2000,1
Bridle Path-Sunnybrook-York Mills,August,2000,1
Banbury-Don Mills,August,2000,3
Victoria Village,August,2000,3
Flemingdon Park,August,2000,3
Parkwoods-Donalda,August,2000,1
Pleasant View,August,2000,3
Don Valley Village,August,2000,2
Hillcrest Village,August,2000,3
Bayview Woods-Steeles,August,2000,1
Newtonbrook East,August,2000,0
Willowdale East,August,2000,0
Bayview Village,August,2000,1
Henry Farm,August,2000,3
O'Connor-Parkview,August,2000,1
Thorncliffe Park,August,2000,0
Leaside-Bennington,August,2000,2
Broadview North,August,2000,0
Old East York,August,2000,1
Danforth-East York,August,2000,1
Woodbine-Lumsden,August,2000,0
Taylor-Massey,August,2000,0
East End-Danforth,August,2000,0
The Beaches,August,2000,3
Woodbine Corridor,August,2000,1
Greenwood-Coxwell,August,2000,0
Danforth,August,2000,1
Playter Estates-Danforth,August,2000,2
North Riverdale,August,2000,2
Blake-Jones,August,2000,0
South Riverdale,August,2000,2
Cabbagetown-South St.James Town,August,2000,2
Regent Park,August,2000,1
Moss Park,August,2000,1
North St.James Town,August,2000,3
Church-Yonge Corridor,August,2000,2
Bay Street Corridor,August,2000,0
Waterfront Communities-The Island,August,2000,3
Kensington-Chinatown,August,2000,2
University,August,2000,2
Palmerston-Little Italy,August,2000,0
Trinity-Bellwoods,August,2000,2
Niagara,August,2000,2
Dufferin Grove,August,2000,2
Little Portugal,August,2000,3
South Parkdale,August,2000,1
Roncesvalles,August,2000,2
High Park-Swansea,August,2000,0
High Park North,August,2000,0
Runnymede-Bloor West VillageJunction Area,August,2000,1
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,August,2000,3
Annex,August,2000,1
Casa Loma,August,2000,0
Yonge-St.Clair,August,2000,3
Rosedale-Moore Park,August,2000,1
Mount Pleasant East,August,2000,0
Yonge-Eglinton,August,2000,0
Forest Hill South,August,2000,3
Forest Hill North,August,2000,0
Lawrence Park South,August,2000,2
Mount Pleasant West,August,2000,1
Lawrence Park North,August,2000,0
Humewood-Cedarvale,August,2000,3
Oakwood Village,August,2000,2
Briar Hill-Belgravia,August,2000,3
Caledonia-Fairbank,August,2000,0
Keelesdale-Eglinton West,August,2000,0
Rockcliffe-Smythe,August,2000,2
Beechborough-Greenbrook,August,2000,2
Weston,August,2000,2
Lambton Baby Point,August,2000,2
Mount Dennis,August,2000,1
Steeles,August,2000,3
L'Amoreaux,August,2000,0
Tam O'Shanter-Sullivan,August,2000,1
Wexford/Maryvale,August,2000,3
Clairlea-Birchmount,August,2000,1
Oakridge,August,2000,2
Birchcliffe-Cliffside,August,2000,2
Cliffcrest,August,2000,0
Kennedy Park,August,2000,3
Ionview,August,2000,1
Dorset Park,August,2000,3
Bendale,August,2000,3
Agincourt South-Malvern West,August,2000,1
Agincourt North,August,2000,2
Milliken,August,2000,0
Rouge,August,2000,2
Malvern,August,2000,1
Centennial Scarborough,August,2000,0
Highland Creek,August,2000,3
Morningside,August,2000,0
West Humber-Clairville,September,2000,1
Mount Olive-Silverstone-Jamestown,September,2000,1
Thistletown-Beaumond Heights,September,2000,3
Rexdale-Kipling,September,2000,3
Elms-Old Rexdale,September,2000,0
Kingsview Village-The Westway,September,2000,2
Willowridge-Martingrove-Richview,September,2000,0
Humber Heights-Westmount,September,2000,0
Edenbridge-Humber Valley,September,2000,0
Princess-Rosethorn,September,2000,3
Eringate-Centennial-West DeaneMarkland Wood,September,2000,1
Etobicoke West Mall,September,2000,3
Islington-City Centre West,September,2000,0
Kingsway South,September,2000,2
Stonegate-Queensway,September,2000,0
Mimico,September,2000,1
New Toronto,September,2000,2
Long Branch,September,2000,0
Alderwood,September,2000,0
Humber Summit,September,2000,3
Humbermede,September,2000,3
Pelmo Park-Humberlea,September,2000,1
Black Creek,September,2000,3
Glenfield-Jane Heights,September,2000,1
Downsview-Roding-CFB,September,2000,0
York University Heights,September,2000,1
Rustic,September,2000,0
Maple Leaf,September,2000,0
Brookhaven-Amesbury,September,2000,2
Yorkdale-Glen Park,September,2000,1
Englemount-Lawrence,September,2000,1
Clanton Park,September,2000,1
Bathurst Manor,September,2000,0
Westminster-Branson,September,2000,3
Newtonbrook West,September,2000,0
Willowdale West,September,2000,1
Lansing-Westgate,September,2000,2
Bedford Park-Nortown,September,2000,3
St.Andrew-Windfields,September,2000,1
Bridle Path-Sunnybrook-York Mills,September,2000,1
Banbury-Don Mills,September,2000,3
Victoria Village,September,2000,0
Flemingdon Park,September,2000,1
Parkwoods-Donalda,September,2000,3
Pleasant View,September,2000,1
Don Valley Village,September,2000,3
Hillcrest Village,September,2000,1
Bayview Woods-Steeles,September,2000,3
Newtonbrook East,September,2000,0
Willowdale East,September,2000,3
Bayview Village,September,2000,1
Henry Farm,September,2000,0
O'Connor-Parkview,September,2000,0
Thorncliffe Park,September,2000,3
Leaside-Bennington,September,2000,2
Broadview North,September,2000,2
Old East York,September,2000,3
Danforth-East York,September,2000,2
Woodbine-Lumsden,September,2000,3
Taylor-Massey,September,2000,2
East End-Danforth,September,2000,3
The Beaches,September,2000,0
Woodbine Corridor,September,2000,1
Greenwood-Coxwell,September,2000,2
Danforth,September,2000,3
Playter Estates-Danforth,September,2000,3
North Riverdale,September,2000,0
Blake-Jones,September,2000,2
South Riverdale,September,2000,3
Cabbagetown-South St.James Town,September,2000,3
Regent Park,September,2000,3
Moss Park,September,2000,0
North St.James Town,September,2000,3
Church-Yonge Corridor,September,2000,1
Bay Street Corridor,September,2000,1
Waterfront Communities-The Island,September,2000,2
Kensington-Chinatown,September,2000,0
University,September,2000,2
Palmerston-Little Italy,September,2000,1
Trinity-Bellwoods,September,2000,3
Niagara,September,2000,1
Dufferin Grove,September,2000,3
Little Portugal,September,2000,3
South Parkdale,September,2000,2
Roncesvalles,September,2000,2
High Park-Swansea,September,2000,0
High Park North,September,2000,1
Runnymede-Bloor West VillageJunction Area,September,2000,0
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,September,2000,3
Annex,September,2000,3
Casa Loma,September,2000,1
Yonge-St.Clair,September,2000,3
Rosedale-Moore Park,September,2000,3
Mount Pleasant East,September,2000,3
Yonge-Eglinton,September,2000,3
Forest Hill South,September,2000,2
Forest Hill North,September,2000,0
Lawrence Park South,September,2000,1
Mount Pleasant West,September,2000,0
Lawrence Park North,September,2000,0
Humewood-Cedarvale,September,2000,2
Oakwood Village,September,2000,3
Briar Hill-Belgravia,September,2000,1
Caledonia-Fairbank,September,2000,3
Keelesdale-Eglinton West,September,2000,0
Rockcliffe-Smythe,September,2000,2
Beechborough-Greenbrook,September,2000,1
Weston,September,2000,2
Lambton Baby Point,September,2000,1
Mount Dennis,September,2000,0
Steeles,September,2000,2
L'Amoreaux,September,2000,3
Tam O'Shanter-Sullivan,September,2000,1
Wexford/Maryvale,September,2000,2
Clairlea-Birchmount,September,2000,0
Oakridge,September,2000,3
Birchcliffe-Cliffside,September,2000,2
Cliffcrest,September,2000,3
Kennedy Park,September,2000,1
Ionview,September,2000,3
Dorset Park,September,2000,1
Bendale,September,2000,1
Agincourt South-Malvern West,September,2000,3
Agincourt North,September,2000,2
Milliken,September,2000,2
Rouge,September,2000,3
Malvern,September,2000,3
Centennial Scarborough,September,2000,3
Highland Creek,September,2000,1
Morningside,September,2000,1
West Humber-Clairville,October,2000,3
Mount Olive-Silverstone-Jamestown,October,2000,0
Thistletown-Beaumond Heights,October,2000,1
Rexdale-Kipling,October,2000,1
Elms-Old Rexdale,October,2000,0
Kingsview Village-The Westway,October,2000,3
Willowridge-Martingrove-Richview,October,2000,2
Humber Heights-Westmount,October,2000,2
Edenbridge-Humber Valley,October,2000,1
Princess-Rosethorn,October,2000,2
Eringate-Centennial-West DeaneMarkland Wood,October,2000,3
Etobicoke West Mall,October,2000,2
Islington-City Centre West,October,2000,2
Kingsway South,October,2000,3
Stonegate-Queensway,October,2000,3
Mimico,October,2000,2
New Toronto,October,2000,2
Long Branch,October,2000,1
Alderwood,October,2000,0
Humber Summit,October,2000,0
Humbermede,October,2000,0
Pelmo Park-Humberlea,October,2000,2
Black Creek,October,2000,2
Glenfield-Jane Heights,October,2000,3
Downsview-Roding-CFB,October,2000,2
York University Heights,October,2000,1
Rustic,October,2000,3
Maple Leaf,October,2000,2
Brookhaven-Amesbury,October,2000,0
Yorkdale-Glen Park,October,2000,2
Englemount-Lawrence,October,2000,1
Clanton Park,October,2000,3
Bathurst Manor,October,2000,0
Westminster-Branson,October,2000,2
Newtonbrook West,October,2000,0
Willowdale West,October,2000,1
Lansing-Westgate,October,2000,1
Bedford Park-Nortown,October,2000,2
St.Andrew-Windfields,October,2000,3
Bridle Path-Sunnybrook-York Mills,October,2000,3
Banbury-Don Mills,October,2000,2
Victoria Village,October,2000,0
Flemingdon Park,October,2000,1
Parkwoods-Donalda,October,2000,2
Pleasant View,October,2000,2
Don Valley Village,October,2000,2
Hillcrest Village,October,2000,3
Bayview Woods-Steeles,October,2000,1
Newtonbrook East,October,2000,3
Willowdale East,October,2000,2
Bayview Village,October,2000,2
Henry Farm,October,2000,0
O'Connor-Parkview,October,2000,2
Thorncliffe Park,October,2000,0
Leaside-Bennington,October,2000,0
Broadview North,October,2000,1
Old East York,October,2000,1
Danforth-East York,October,2000,0
Woodbine-Lumsden,October,2000,3
Taylor-Massey,October,2000,2
East End-Danforth,October,2000,2
The Beaches,October,2000,1
Woodbine Corridor,October,2000,3
Greenwood-Coxwell,October,2000,3
Danforth,October,2000,3
Playter Estates-Danforth,October,2000,0
North Riverdale,October,2000,3
Blake-Jones,October,2000,1
South Riverdale,October,2000,3
Cabbagetown-South St.James Town,October,2000,0
Regent Park,October,2000,0
Moss Park,October,2000,0
North St.James Town,October,2000,1
Church-Yonge Corridor,October,2000,0
Bay Street Corridor,October,2000,0
Waterfront Communities-The Island,October,2000,0
Kensington-Chinatown,October,2000,0
University,October,2000,3
Palmerston-Little Italy,October,2000,2
Trinity-Bellwoods,October,2000,0
Niagara,October,2000,0
Dufferin Grove,October,2000,1
Little Portugal,October,2000,0
South Parkdale,October,2000,2
Roncesvalles,October,2000,0
High Park-Swansea,October,2000,0
High Park North,October,2000,3
Runnymede-Bloor West VillageJunction Area,October,2000,0
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,October,2000,3
Annex,October,2000,0
Casa Loma,October,2000,3
Yonge-St.Clair,October,2000,1
Rosedale-Moore Park,October,2000,1
Mount Pleasant East,October,2000,2
Yonge-Eglinton,October,2000,2
Forest Hill South,October,2000,3
Forest Hill North,October,2000,1
Lawrence Park South,October,2000,0
Mount Pleasant West,October,2000,1
Lawrence Park North,October,2000,2
Humewood-Cedarvale,October,2000,1
Oakwood Village,October,2000,0
Briar Hill-Belgravia,October,2000,1
Caledonia-Fairbank,October,2000,2
Keelesdale-Eglinton West,October,2000,0
Rockcliffe-Smythe,October,2000,0
Beechborough-Greenbrook,October,2000,0
Weston,October,2000,2
Lambton Baby Point,October,2000,0
Mount Dennis,October,2000,2
Steeles,October,2000,1
L'Amoreaux,October,2000,2
Tam O'Shanter-Sullivan,October,2000,1
Wexford/Maryvale,October,2000,1
Clairlea-Birchmount,October,2000,3
Oakridge,October,2000,0
Birchcliffe-Cliffside,October,2000,1
Cliffcrest,October,2000,0
Kennedy Park,October,2000,3
Ionview,October,2000,0
Dorset Park,October,2000,3
Bendale,October,2000,2
Agincourt South-Malvern West,October,2000,2
Agincourt North,October,2000,1
Milliken,October,2000,0
Rouge,October,2000,2
Malvern,October,2000,2
Centennial Scarborough,October,2000,3
Highland Creek,October,2000,2
Morningside,October,2000,1
West Humber-Clairville,November,2000,1
Mount Olive-Silverstone-Jamestown,November,2000,1
Thistletown-Beaumond Heights,November,2000,3
Rexdale-Kipling,November,2000,2
Elms-Old Rexdale,November,2000,0
Kingsview Village-The Westway,November,2000,3
Willowridge-Martingrove-Richview,November,2000,1
Humber Heights-Westmount,November,2000,0
Edenbridge-Humber Valley,November,2000,3
Princess-Rosethorn,November,2000,2
Eringate-Centennial-West DeaneMarkland Wood,November,2000,1
Etobicoke West Mall,November,2000,3
Islington-City Centre West,November,2000,2
Kingsway South,November,2000,3
Stonegate-Queensway,November,2000,0
Mimico,November,2000,0
New Toronto,November,2000,2
Long Branch,November,2000,2
Alderwood,November,2000,1
