neighbourhood,month,year,count
Bridle Path-Sunnybrook-York Mills,June,2000,2
Banbury-Don Mills,June,2000,2
Don Valley Village,June,2000,4
Westminster-Branson,June,2000,4
Yonge-Eglinton,June,2000,3
O'Connor-Parkview,June,2000,1
Kingsway South,June,2000,3
Birchcliffe-Cliffside,June,2000,1
Princess-Rosethorn,July,2000,3
Rustic,July,2000,1
Niagara,July,2000,4
South Riverdale,July,2000,4
Islington-City Centre West,July,2000,1
West Hill,July,2000,3
Yorkdale-Glen Park,July,2000,3
Agincourt South-Malvern West,July,2000,3
Scarborough Village,July,2000,3
Steeles,July,2000,4
The Beaches,July,2000,1
O'Connor-Parkview,July,2000,2
Briar Hill-Belgravia,July,2000,3
Annex,July,2000,2
Runnymede-Bloor West VillageJunction Area,July,2000,3
Bridle Path-Sunnybrook-York Mills,July,2000,1
Kingsway South,July,2000,2
Centennial Scarborough,July,2000,1
Annex,July,2000,2
Forest Hill North,July,2000,3
Henry Farm,July,2000,1
Yonge-St.Clair,July,2000,1
Steeles,July,2000,2
Centennial Scarborough,July,2000,2
Islington-City Centre West,July,2000,3
Yorkdale-Glen Park,July,2000,1
Rexdale-Kipling,July,2000,3
Rouge,July,2000,1
Thorncliffe Park,July,2000,3
Clairlea-Birchmount,July,2000,1
Highland Creek,July,2000,4
The Beaches,July,2000,4
Englemount-Lawrence,July,2000,4
Keelesdale-Eglinton West,July,2000,3
Danforth,July,2000,1
South Riverdale,July,2000,1
Mount Pleasant East,July,2000,4
Casa Loma,July,2000,4
West Hill,July,2000,2
Blake-Jones,July,2000,1
Kingsway South,July,2000,3
Mount Olive-Silverstone-Jamestown,July,2000,1
Don Valley Village,July,2000,2
Humewood-Cedarvale,July,2000,2
Malvern,July,2000,3
Weston,July,2000,4
Yonge-Eglinton,July,2000,3
Don Valley Village,July,2000,1
Mount Pleasant East,July,2000,1
Willowdale East,July,2000,1
Little Portugal,July,2000,1
Kensington-Chinatown,July,2000,1
Rockcliffe-Smythe,July,2000,1
South Riverdale,July,2000,3
Englemount-Lawrence,July,2000,4
Annex,July,2000,4
Woodbine Corridor,July,2000,2
Agincourt South-Malvern West,July,2000,4
Lansing-Westgate,July,2000,3
Cabbagetown-South St.James Town,July,2000,4
Agincourt South-Malvern West,July,2000,2
Kingsway South,July,2000,1
West Hill,July,2000,4
Newtonbrook East,July,2000,4
Mimico,July,2000,4
Playter Estates-Danforth,July,2000,4
Bay Street Corridor,July,2000,1
Scarborough Village,July,2000,3
Centennial Scarborough,July,2000,3
Birchcliffe-Cliffside,July,2000,1
Edenbridge-Humber Valley,July,2000,2
Regent Park,July,2000,4
Moss Park,July,2000,2
Taylor-Massey,July,2000,1
Kingsview Village-The Westway,July,2000,2
Bridle Path-Sunnybrook-York Mills,July,2000,4
Bayview Woods-Steeles,July,2000,4
Edenbridge-Humber Valley,July,2000,3
High Park North,July,2000,3
Dorset Park,July,2000,3
Newtonbrook East,July,2000,1
Yorkdale-Glen Park,July,2000,3
Mimico,July,2000,2
Birchcliffe-Cliffside,July,2000,3
Willowdale West,July,2000,4
Taylor-Massey,July,2000,4
Lambton Baby Point,July,2000,3
Blake-Jones,July,2000,3
Casa Loma,July,2000,3
West Hill,July,2000,2
Dorset Park,July,2000,2
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,July,2000,2
Maple Leaf,July,2000,3
Woburn,July,2000,1
Yorkdale-Glen Park,July,2000,4
Lawrence Park North,July,2000,3
Rustic,July,2000,4
Trinity-Bellwoods,July,2000,4
Scarborough Village,July,2000,4
Lawrence Park North,July,2000,3
Woodbine-Lumsden,July,2000,4
Greenwood-Coxwell,July,2000,3
Flemingdon Park,July,2000,2
Etobicoke West Mall,July,2000,4
Regent Park,July,2000,1
Rouge,July,2000,3
West Hill,July,2000,2
Church-Yonge Corridor,July,2000,2
High Park-Swansea,July,2000,3
Rosedale-Moore Park,July,2000,4
Alderwood,July,2000,4
Pelmo Park-Humberlea,July,2000,4
Eringate-Centennial-West DeaneMarkland Wood,July,2000,3
Hillcrest Village,July,2000,2
Morningside,July,2000,4
Alderwood,July,2000,2
South Parkdale,July,2000,1
Ionview,July,2000,1
Clanton Park,July,2000,1
Bedford Park-Nortown,July,2000,2
Annex,July,2000,4
Keelesdale-Eglinton West,July,2000,1
New Toronto,July,2000,2
Scarborough Village,July,2000,3
South Riverdale,July,2000,4
High Park North,July,2000,3
Mount Olive-Silverstone-Jamestown,July,2000,1
Woburn,July,2000,1
O'Connor-Parkview,July,2000,3
Rexdale-Kipling,July,2000,2
Henry Farm,July,2000,1
Waterfront Communities-The Island,July,2000,2
Greenwood-Coxwell,July,2000,4
Agincourt North,July,2000,1
Glenfield-Jane Heights,July,2000,1
Centennial Scarborough,July,2000,3
Woburn,July,2000,3
Rosedale-Moore Park,July,2000,4
Taylor-Massey,July,2000,1
Highland Creek,July,2000,4
Flemingdon Park,July,2000,2
Lawrence Park North,August,2000,3
Woodbine Corridor,August,2000,2
Rustic,August,2000,1
Rouge,August,2000,4
Henry Farm,August,2000,4
Stonegate-Queensway,August,2000,2
Oakwood Village,August,2000,2
Rexdale-Kipling,August,2000,3
Humbermede,August,2000,2
Regent Park,August,2000,4
Moss Park,August,2000,3
Black Creek,August,2000,2
Milliken,August,2000,2
Thistletown-Beaumond Heights,August,2000,4
Parkwoods-Donalda,August,2000,2
Rosedale-Moore Park,August,2000,2
Old East York,August,2000,2
North Riverdale,August,2000,2
Yonge-Eglinton,August,2000,2
Taylor-Massey,August,2000,4
Mount Pleasant East,August,2000,3
Runnymede-Bloor West VillageJunction Area,August,2000,3
Birchcliffe-Cliffside,August,2000,4
Bay Street Corridor,August,2000,1
Willowridge-Martingrove-Richview,August,2000,2
Tam O'Shanter-Sullivan,August,2000,3
Bayview Village,August,2000,3
Yonge-Eglinton,August,2000,1
Bayview Village,August,2000,3
Little Portugal,August,2000,2
Elms-Old Rexdale,August,2000,2
Westminster-Branson,August,2000,3
Keelesdale-Eglinton West,August,2000,2
Pleasant View,August,2000,4
Thistletown-Beaumond Heights,August,2000,2
Beechborough-Greenbrook,August,2000,1
Newtonbrook West,August,2000,1
Kennedy Park,August,2000,4
Bendale,August,2000,4
New Toronto,August,2000,4
Wexford/Maryvale,August,2000,2
Bayview Woods-Steeles,August,2000,2
Broadview North,August,2000,4
Caledonia-Fairbank,August,2000,2
Humbermede,August,2000,4
The Beaches,August,2000,3
Willowdale East,August,2000,3
Glenfield-Jane Heights,August,2000,1
Taylor-Massey,August,2000,3
Palmerston-Little Italy,August,2000,2
Steeles,August,2000,2
Bay Street Corridor,August,2000,4
Forest Hill North,August,2000,4
Stonegate-Queensway,August,2000,3
Briar Hill-Belgravia,August,2000,4
Victoria Village,August,2000,4
Annex,August,2000,1
Ionview,August,2000,1
Lawrence Park North,August,2000,4
Danforth-East York,August,2000,2
Cliffcrest,August,2000,1
York University Heights,August,2000,1
Runnymede-Bloor West VillageJunction Area,August,2000,1
Woburn,August,2000,3
Runnymede-Bloor West VillageJunction Area,August,2000,2
Weston,August,2000,2
Thorncliffe Park,August,2000,4
Yorkdale-Glen Park,August,2000,2
Playter Estates-Danforth,August,2000,3
North Riverdale,August,2000,4
Willowridge-Martingrove-Richview,August,2000,1
O'Connor-Parkview,August,2000,1
Humbermede,August,2000,3
Newtonbrook East,August,2000,1
Roncesvalles,August,2000,2
Princess-Rosethorn,August,2000,1
Pelmo Park-Humberlea,August,2000,1
Rockcliffe-Smythe,August,2000,1
St.Andrew-Windfields,August,2000,1
Beechborough-Greenbrook,August,2000,3
Black Creek,August,2000,1
Bay Street Corridor,August,2000,4
Dorset Park,August,2000,3
Taylor-Massey,August,2000,2
Yonge-St.Clair,August,2000,4
Bay Street Corridor,August,2000,2
Glenfield-Jane Heights,August,2000,1
Tam O'Shanter-Sullivan,August,2000,1
Oakridge,August,2000,2
Danforth,August,2000,1
Little Portugal,August,2000,1
Thorncliffe Park,August,2000,2
East End-Danforth,August,2000,2
Mount Olive-Silverstone-Jamestown,August,2000,4
Downsview-Roding-CFB,August,2000,1
Birchcliffe-Cliffside,August,2000,1
Mount Pleasant East,August,2000,3
Niagara,August,2000,3
Runnymede-Bloor West VillageJunction Area,August,2000,2
Stonegate-Queensway,August,2000,4
Keelesdale-Eglinton West,August,2000,3
Mount Dennis,August,2000,4
Runnymede-Bloor West VillageJunction Area,August,2000,2
Trinity-Bellwoods,August,2000,4
Lawrence Park South,August,2000,2
Rustic,August,2000,1
Annex,August,2000,2
Little Portugal,August,2000,4
Ionview,August,2000,4
Parkwoods-Donalda,August,2000,4
St.Andrew-Windfields,August,2000,1
Woburn,August,2000,3
Kensington-Chinatown,August,2000,1
Guildwood,August,2000,3
Centennial Scarborough,August,2000,4
Thistletown-Beaumond Heights,August,2000,1
Weston,August,2000,1
Pelmo Park-Humberlea,August,2000,2
Woodbine-Lumsden,August,2000,2
Agincourt South-Malvern West,August,2000,3
Bayview Village,August,2000,3
West Hill,August,2000,2
Dufferin Grove,August,2000,4
Eringate-Centennial-West DeaneMarkland Wood,August,2000,3
Pleasant View,August,2000,3
Yorkdale-Glen Park,August,2000,1
Maple Leaf,August,2000,3
Pleasant View,August,2000,4
Islington-City Centre West,August,2000,1
York University Heights,August,2000,3
Willowdale East,August,2000,1
Waterfront Communities-The Island,August,2000,2
North Riverdale,August,2000,1
Agincourt South-Malvern West,August,2000,4
Old East York,August,2000,4
Regent Park,August,2000,3
Don Valley Village,August,2000,2
Oakridge,August,2000,4
Kingsview Village-The Westway,August,2000,4
Weston,August,2000,2
Blake-Jones,August,2000,1
Bedford Park-Nortown,September,2000,2
West Humber-Clairville,September,2000,2
York University Heights,September,2000,4
Woburn,September,2000,1
Old East York,September,2000,2
Cliffcrest,September,2000,4
Henry Farm,September,2000,2
Black Creek,September,2000,1
Oakwood Village,September,2000,4
Roncesvalles,September,2000,2
Greenwood-Coxwell,September,2000,2
Ionview,September,2000,3
O'Connor-Parkview,September,2000,3
Lawrence Park North,September,2000,4
Greenwood-Coxwell,September,2000,1
Weston,September,2000,4
Forest Hill North,September,2000,3
Princess-Rosethorn,September,2000,3
Niagara,September,2000,2
Yorkdale-Glen Park,September,2000,2
Kennedy Park,September,2000,4
Cabbagetown-South St.James Town,September,2000,2
Rustic,September,2000,3
Willowridge-Martingrove-Richview,September,2000,3
Islington-City Centre West,September,2000,1
Humber Summit,September,2000,4
Centennial Scarborough,September,2000,4
Brookhaven-Amesbury,September,2000,4
Steeles,September,2000,2
Princess-Rosethorn,September,2000,3
Mount Pleasant East,September,2000,4
Woodbine-Lumsden,September,2000,3
Leaside-Bennington,September,2000,4
Edenbridge-Humber Valley,September,2000,3
Bendale,September,2000,1
Birchcliffe-Cliffside,September,2000,2
St.Andrew-Windfields,September,2000,2
L'Amoreaux,September,2000,3
Flemingdon Park,September,2000,2
Brookhaven-Amesbury,September,2000,1
Dorset Park,September,2000,4
Bayview Village,September,2000,4
Edenbridge-Humber Valley,September,2000,1
Malvern,September,2000,1
Briar Hill-Belgravia,September,2000,3
Downsview-Roding-CFB,September,2000,4
Thistletown-Beaumond Heights,September,2000,3
Regent Park,September,2000,3
South Parkdale,September,2000,1
Princess-Rosethorn,September,2000,2
Keelesdale-Eglinton West,September,2000,3
Niagara,September,2000,3
Dorset Park,September,2000,2
Flemingdon Park,September,2000,2
Kensington-Chinatown,September,2000,1
Bathurst Manor,September,2000,4
Henry Farm,September,2000,3
Flemingdon Park,September,2000,4
Agincourt North,September,2000,3
Black Creek,September,2000,4
Scarborough Village,September,2000,2
Leaside-Bennington,September,2000,2
Agincourt South-Malvern West,September,2000,2
Westminster-Branson,September,2000,2
Lawrence Park North,September,2000,2
Bay Street Corridor,September,2000,2
Edenbridge-Humber Valley,September,2000,1
Beechborough-Greenbrook,September,2000,2
Humber Summit,September,2000,3
Elms-Old Rexdale,September,2000,4
Tam O'Shanter-Sullivan,September,2000,3
Cliffcrest,September,2000,4
Lawrence Park North,September,2000,4
Bedford Park-Nortown,September,2000,1
Forest Hill South,September,2000,3
Parkwoods-Donalda,September,2000,2
Pelmo Park-Humberlea,September,2000,4
Mount Pleasant East,September,2000,1
Roncesvalles,September,2000,1
Waterfront Communities-The Island,September,2000,2
Clanton Park,September,2000,4
Oakwood Village,September,2000,1
South Parkdale,September,2000,4
Taylor-Massey,September,2000,2
Long Branch,September,2000,1
Newtonbrook East,September,2000,3
Rouge,September,2000,3
Rexdale-Kipling,September,2000,3
North Riverdale,September,2000,4
Leaside-Bennington,September,2000,3
Dufferin Grove,September,2000,1
Beechborough-Greenbrook,September,2000,1
Kingsway South,September,2000,4
Victoria Village,September,2000,2
Church-Yonge Corridor,September,2000,2
Bayview Woods-Steeles,September,2000,1
Don Valley Village,September,2000,2
Bay Street Corridor,September,2000,2
Newtonbrook East,September,2000,1
Morningside,September,2000,1
Etobicoke West Mall,September,2000,2
Cabbagetown-South St.James Town,September,2000,1
L'Amoreaux,September,2000,1
Palmerston-Little Italy,September,2000,4
York University Heights,September,2000,3
University,September,2000,2
Eringate-Centennial-West DeaneMarkland Wood,September,2000,2
Eglinton East,September,2000,1
Willowdale East,September,2000,4
Mount Olive-Silverstone-Jamestown,September,2000,4
Hillcrest Village,September,2000,3
Guildwood,September,2000,4
Yorkdale-Glen Park,September,2000,2
Roncesvalles,September,2000,2
Greenwood-Coxwell,September,2000,1
Bathurst Manor,September,2000,1
West Hill,September,2000,1
Oakridge,September,2000,4
Agincourt North,September,2000,4
Rouge,September,2000,1
Downsview-Roding-CFB,September,2000,3
Banbury-Don Mills,September,2000,3
Regent Park,September,2000,1
Bay Street Corridor,September,2000,1
Lawrence Park South,September,2000,3
Tam O'Shanter-Sullivan,September,2000,4
West Humber-Clairville,September,2000,1
Kennedy Park,September,2000,2
High Park-Swansea,September,2000,1
Kennedy Park,September,2000,3
Lansing-Westgate,September,2000,4
The Beaches,September,2000,3
Weston,September,2000,2
Danforth-East York,September,2000,1
Englemount-Lawrence,September,2000,3
Wexford/Maryvale,September,2000,1
Stonegate-Queensway,September,2000,3
University,September,2000,1
Glenfield-Jane Heights,September,2000,1
Old East York,September,2000,3
Westminster-Branson,September,2000,4
Mount Pleasant East,October,2000,3
Playter Estates-Danforth,October,2000,3
Scarborough Village,October,2000,1
Bridle Path-Sunnybrook-York Mills,October,2000,1
Islington-City Centre West,October,2000,3
Parkwoods-Donalda,October,2000,2
Willowdale West,October,2000,1
Westminster-Branson,October,2000,1
Lawrence Park North,October,2000,3
Edenbridge-Humber Valley,October,2000,1
Taylor-Massey,October,2000,2
Stonegate-Queensway,October,2000,2
West Humber-Clairville,October,2000,1
Old East York,October,2000,1
Clanton Park,October,2000,1
Runnymede-Bloor West VillageJunction Area,October,2000,1
Humewood-Cedarvale,October,2000,3
Bridle Path-Sunnybrook-York Mills,October,2000,4
Caledonia-Fairbank,October,2000,3
Mimico,October,2000,2
Forest Hill South,October,2000,4
Bendale,October,2000,3
Henry Farm,October,2000,2
Willowdale West,October,2000,3
Humber Summit,October,2000,1
Greenwood-Coxwell,October,2000,3
O'Connor-Parkview,October,2000,1
Waterfront Communities-The Island,October,2000,2
Dufferin Grove,October,2000,4
Caledonia-Fairbank,October,2000,3
Banbury-Don Mills,October,2000,1
Victoria Village,October,2000,3
North Riverdale,October,2000,3
Cliffcrest,October,2000,1
Lambton Baby Point,October,2000,3
Regent Park,October,2000,1
Downsview-Roding-CFB,October,2000,2
Clairlea-Birchmount,October,2000,4
Caledonia-Fairbank,October,2000,1
Humewood-Cedarvale,October,2000,3
Moss Park,October,2000,2
Yonge-St.Clair,October,2000,3
Humber Summit,October,2000,2
Agincourt South-Malvern West,October,2000,2
Mount Dennis,October,2000,1
Weston,October,2000,3
High Park-Swansea,October,2000,2
Banbury-Don Mills,October,2000,4
Westminster-Branson,October,2000,2
Danforth-East York,October,2000,3
East End-Danforth,October,2000,4
Thorncliffe Park,October,2000,4
Cabbagetown-South St.James Town,October,2000,2
Downsview-Roding-CFB,October,2000,2
Kingsway South,October,2000,2
Lawrence Park North,October,2000,3
Ionview,October,2000,1
Keelesdale-Eglinton West,October,2000,3
Elms-Old Rexdale,October,2000,4
Kingsway South,October,2000,4
Flemingdon Park,October,2000,4
Briar Hill-Belgravia,October,2000,3
Princess-Rosethorn,October,2000,1
Milliken,October,2000,1
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,October,2000,2
